id,user,pct,practice,created_at,approved
524,663,,L83082,2017-06-27 14:36:11,1
523,662,,L83065,2017-06-27 14:26:09,1
522,661,99N,,2017-06-27 12:18:05,1
521,660,,A81026,2017-06-26 15:56:39,1
520,658,,G82032,2017-06-26 15:14:12,1
513,650,11M,,2017-06-23 10:08:14,1
512,649,,H84040,2017-06-22 20:43:50,1
511,647,,L83007,2017-06-22 12:20:38,1
508,644,,C84035,2017-06-22 06:14:50,1
507,643,,M91010,2017-06-20 19:30:28,1
503,512,,E85744,2017-06-19 19:39:08,1
501,633,05L,,2017-06-19 11:50:43,1
500,633,15E,,2017-06-19 11:50:21,1
498,631,,G82090,2017-06-16 15:07:12,1
497,630,,C88036,2017-06-16 11:51:26,1
495,628,,P88031,2017-06-16 10:27:10,1
494,627,,C81084,2017-06-16 07:23:13,1
492,620,,C81649,2017-06-15 17:06:18,1
491,620,,C81058,2017-06-15 17:05:35,1
490,620,03Y,,2017-06-15 16:58:34,1
489,620,04J,,2017-06-15 16:58:08,1
488,620,,C81055,2017-06-15 16:52:44,1
487,619,,M85717,2017-06-15 15:20:24,1
486,618,15C,,2017-06-15 13:56:21,1
484,616,99C,,2017-06-15 10:18:06,1
483,615,,G82099,2017-06-13 22:07:13,1
481,611,10K,,2017-06-12 16:00:27,1
480,610,03N,,2017-06-12 15:16:38,1
479,603,,C88011,2017-06-12 14:02:51,1
478,603,,C88622,2017-06-12 14:02:25,1
477,603,,C88009,2017-06-12 14:01:59,1
476,603,,C88039,2017-06-12 14:01:35,1
475,603,,C88085,2017-06-12 14:01:15,1
474,603,,C88643,2017-06-12 14:00:32,1
473,603,,C88627,2017-06-12 13:59:55,1
471,598,,L81065,2017-06-11 09:37:20,1
470,598,,L81637,2017-06-11 09:35:06,1
469,551,15E,,2017-06-09 15:26:43,1
467,595,,P81196,2017-06-08 13:45:37,1
465,592,,L83034,2017-06-07 11:52:29,1
464,589,,P84017,2017-06-06 12:45:19,1
463,588,,M82028,2017-06-05 15:20:20,1
462,587,,L83111,2017-06-05 14:51:09,1
461,586,07T,,2017-06-05 09:58:01,1
459,584,,B86044,2017-06-04 19:52:16,1
456,491,,L85009,2017-06-04 07:54:36,1
455,292,,H84017,2017-06-01 15:28:06,1
454,579,09L,,2017-06-01 13:47:31,1
453,578,02A,,2017-06-01 10:43:18,1
452,576,14L,,2017-05-31 13:22:47,1
451,576,07X,,2017-05-30 14:53:26,1
450,575,11J,,2017-05-30 12:28:26,1
445,569,99Q,,2017-05-24 09:32:48,1
442,566,08C,,2017-05-19 21:40:59,1
441,565,,E86029,2017-05-19 15:53:43,1
440,564,06V,,2017-05-19 15:27:36,1
439,562,,H81068,2017-05-18 15:21:22,1
436,559,11J,,2017-05-17 09:16:24,1
434,557,,Y02354,2017-05-15 20:13:50,1
432,554,03N,,2017-05-12 15:39:31,1
430,552,,L82061,2017-05-12 11:26:59,1
427,549,,D82099,2017-05-11 14:15:43,1
426,545,01H,,2017-05-11 13:45:43,1
425,545,01K,,2017-05-11 13:44:22,1
424,545,01A,,2017-05-11 13:43:39,1
423,545,00Q,,2017-05-11 13:41:59,1
422,544,,D82105,2017-05-11 12:09:30,1
421,542,07J,,2017-05-11 09:14:21,1
420,542,,D82035,2017-05-11 08:58:31,1
418,540,04D,,2017-05-09 13:20:49,1
417,539,07R,,2017-05-08 09:23:16,1
416,538,07R,,2017-05-08 09:23:12,1
414,534,00D,,2017-05-07 20:29:41,1
413,533,,F81037,2017-05-06 16:21:08,1
412,532,99G,,2017-05-05 14:59:43,1
410,530,,C81065,2017-05-05 09:32:10,1
404,512,,E85026,2017-05-04 13:02:45,1
403,521,,Y00151,2017-05-04 10:15:52,1
402,520,,M81046,2017-05-04 10:00:14,1
401,519,,Y03035,2017-05-03 21:39:58,1
400,512,,E85628,2017-05-03 21:12:25,1
399,512,,E85120,2017-05-03 21:11:06,1
398,512,,E85680,2017-05-03 21:10:35,1
397,512,,E85107,2017-05-03 21:10:05,1
396,512,,E85657,2017-05-03 21:09:36,1
395,512,,E85034,2017-05-03 21:08:53,1
394,512,,E85122,2017-05-03 21:08:11,1
393,511,,L81023,2017-05-03 19:55:24,1
392,510,,C82053,2017-05-03 12:58:34,1
391,509,14L,,2017-05-03 10:39:26,1
390,508,,L81026,2017-05-02 22:45:14,1
389,168,99N,,2017-05-02 14:26:46,1
388,505,,Y02711,2017-05-02 10:53:37,1
387,504,,L81026,2017-05-02 10:35:40,1
385,499,,C84046,2017-04-28 08:39:53,1
384,497,,P81074,2017-04-27 18:23:51,1
383,496,,P81074,2017-04-27 18:23:19,1
379,456,06F,,2017-04-27 13:04:26,1
378,491,,L85009,2017-04-27 12:22:20,1
377,180,15E,,2017-04-27 11:08:41,1
376,489,,J83041,2017-04-27 10:31:09,1
375,382,05A,,2017-04-27 09:40:08,1
374,486,11H,,2017-04-27 08:16:08,1
373,485,01K,,2017-04-27 07:59:34,1
372,483,,P88026,2017-04-27 07:16:48,1
371,483,,P88004,2017-04-27 07:16:14,1
370,133,,B82023,2017-04-27 07:09:50,1
369,133,,B82042,2017-04-27 07:08:10,1
368,480,,B83054,2017-04-27 07:02:12,1
367,479,,D82056,2017-04-26 08:29:30,1
366,478,,L85010,2017-04-25 13:32:47,1
365,476,,G84006,2017-04-25 10:58:39,1
364,475,,A82019,2017-04-24 16:07:49,1
363,473,,L85011,2017-04-24 12:01:48,1
361,471,,D81028,2017-04-23 19:18:06,1
360,470,,F82668,2017-04-21 18:56:24,1
357,467,,D82043,2017-04-21 08:35:43,1
356,463,,H81061,2017-04-20 20:00:29,1
354,460,10D,,2017-04-20 07:48:54,1
353,459,,M81022,2017-04-19 14:11:11,1
352,101,15C,,2017-04-18 14:32:08,1
351,456,,E81013,2017-04-18 14:23:19,1
350,456,06P,,2017-04-18 14:19:46,1
349,455,,E84006,2017-04-17 20:15:19,1
345,451,11X,,2017-04-14 16:33:10,1
344,450,,L84068,2017-04-14 12:48:32,1
343,448,12F,,2017-04-14 11:49:35,1
342,447,,B86051,2017-04-13 14:44:18,1
340,445,,B86044,2017-04-12 17:32:28,1
339,443,11J,,2017-04-12 15:08:08,1
338,442,09D,,2017-04-12 13:15:28,1
337,70,,M85019,2017-04-12 10:11:26,1
336,437,09P,,2017-04-11 14:32:52,1
335,439,11J,,2017-04-11 14:31:24,1
334,437,99K,,2017-04-11 14:21:34,1
333,437,09F,,2017-04-11 14:18:30,1
331,434,,A87017,2017-04-10 15:00:58,1
330,434,,A87012,2017-04-10 15:00:39,1
329,433,11X,,2017-04-10 09:45:55,1
328,431,,F86040,2017-04-08 12:31:32,1
327,429,,F81028,2017-04-08 10:10:58,1
326,429,,F81017,2017-04-08 10:10:10,1
325,428,09W,,2017-04-07 20:29:46,1
324,427,11X,,2017-04-07 14:19:42,1
323,76,,Y05167,2017-04-06 19:51:20,1
322,423,07R,,2017-04-06 08:14:32,1
321,422,,L83112,2017-04-06 07:24:05,1
320,420,10L,,2017-04-05 08:08:00,1
318,415,,L83100,2017-04-04 09:02:36,1
316,413,14L,,2017-04-03 13:18:20,1
315,412,04D,,2017-04-03 13:18:20,1
312,409,11J,,2017-04-03 09:52:52,1
307,403,,A83041,2017-03-30 11:50:00,1
305,401,11X,,2017-03-30 08:31:25,1
304,400,15F,,2017-03-29 12:46:18,1
303,399,,B83028,2017-03-29 12:44:08,1
302,397,,L83123,2017-03-29 10:34:50,1
301,397,,L83018,2017-03-29 10:33:56,1
300,395,,N83032,2017-03-29 07:29:12,1
298,393,,G81082,2017-03-28 13:19:34,1
296,391,,H83024,2017-03-27 10:13:47,1
295,96,,F83027,2017-03-27 08:56:13,1
293,388,,C88047,2017-03-26 17:03:30,1
291,386,,H82057,2017-03-25 10:50:25,1
290,385,,L83050,2017-03-25 10:12:11,1
289,384,,N84027,2017-03-24 21:19:06,1
288,383,,J84005,2017-03-24 10:50:06,1
287,382,05A,,2017-03-24 07:43:46,1
284,379,,L84058,2017-03-23 18:28:02,1
281,375,,N82108,2017-03-23 14:00:32,1
279,372,,Y05248,2017-03-23 12:09:09,1
278,372,,C85005,2017-03-23 12:06:12,1
277,370,,H82003,2017-03-23 10:03:25,1
276,368,,L83049,2017-03-23 08:26:55,1
275,367,,M92029,2017-03-21 17:35:34,1
274,366,11A,,2017-03-21 14:08:21,1
272,364,,G85021,2017-03-21 12:54:52,1
270,359,,Y00412,2017-03-20 13:19:09,1
267,352,,L84027,2017-03-16 11:20:35,1
265,348,,L85062,2017-03-15 14:44:15,1
264,347,,C84150,2017-03-15 13:57:58,1
263,346,,B81006,2017-03-15 11:53:37,1
262,345,03W,,2017-03-15 11:22:26,1
259,340,,L81069,2017-03-15 10:36:24,1
258,340,,L81123,2017-03-15 10:35:30,1
257,340,,J83046,2017-03-15 10:22:14,1
255,338,,L83069,2017-03-14 17:15:33,1
254,336,14L,,2017-03-14 12:48:27,1
251,333,,G82099,2017-03-13 13:36:34,1
250,331,01Y,,2017-03-13 08:43:08,1
245,326,,F82679,2017-03-11 02:22:39,1
244,325,,Y02671,2017-03-10 19:46:46,1
241,322,,J83630,2017-03-09 09:42:18,1
240,321,00P,,2017-03-08 09:59:41,1
238,319,,H82017,2017-03-07 11:01:03,1
237,47,08H,,2017-03-06 15:14:28,1
236,315,99P,,2017-03-06 14:30:06,1
235,314,,E81030,2017-03-06 13:27:26,1
233,312,,L84037,2017-03-06 12:17:56,1
232,311,,F81741,2017-03-06 10:22:28,1
231,310,,N82082,2017-03-06 09:24:18,1
230,309,,M81011,2017-03-05 15:31:48,1
229,308,,M85075,2017-03-03 18:48:32,1
220,299,,L84028,2017-03-03 10:06:02,1
219,298,,G82186,2017-03-02 17:41:24,1
214,292,,H84014,2017-03-01 06:48:44,1
208,283,09L,,2017-02-27 10:02:14,1
205,277,09L,,2017-02-24 18:47:03,1
198,269,,F81096,2017-02-22 18:58:20,1
193,261,99P,,2017-02-21 15:58:53,1
190,258,99P,,2017-02-21 14:27:33,1
186,254,08X,,2017-02-21 09:57:49,1
183,251,12D,,2017-02-20 16:01:37,1
179,246,09D,,2017-02-19 02:26:50,1
178,180,,M85108,2017-02-18 10:15:01,1
177,244,11X,,2017-02-17 21:17:19,1
176,210,,L84078,2017-02-17 18:47:51,1
174,240,,L83026,2017-02-17 14:35:33,1
173,239,99Q,,2017-02-16 22:03:33,1
171,237,,P81087,2017-02-16 15:37:48,1
166,232,,P92616,2017-02-15 08:26:22,1
163,229,05N,,2017-02-14 20:59:50,1
162,228,15C,,2017-02-14 12:00:30,1
160,225,09D,,2017-02-14 11:08:06,1
159,223,,D83073,2017-02-13 21:46:34,1
156,220,09D,,2017-02-13 17:29:39,1
154,217,,A82070,2017-02-13 13:04:06,1
150,213,,J82087,2017-02-12 17:22:59,1
148,211,,C82007,2017-02-10 15:40:36,1
147,210,11M,,2017-02-09 19:36:45,1
146,207,,J82103,2017-02-08 11:17:43,1
145,206,99P,,2017-02-07 19:23:14,1
140,199,10Q,,2017-02-05 23:08:16,1
139,199,09Y,,2017-02-05 23:07:28,1
130,184,03N,,2017-01-31 14:07:51,1
129,180,15E,,2017-01-31 13:49:01,1
128,180,,M85108,2017-01-31 13:47:04,1
127,179,,J82050,2017-01-30 22:46:49,1
125,176,,J81025,2017-01-29 23:11:21,1
120,171,99E,,2017-01-24 16:43:53,1
119,170,,J83011,2017-01-23 18:05:34,1
118,169,,E87768,2017-01-23 16:35:40,1
117,168,,J83007,2017-01-23 14:04:38,1
113,164,,L83105,2017-01-19 13:31:14,1
109,159,,B82054,2017-01-16 18:06:58,1
108,158,,L83038,2017-01-16 14:06:32,1
105,154,,B83016,2017-01-14 18:28:54,1
104,152,,G82711,2017-01-14 16:56:03,1
103,152,,G82203,2017-01-14 16:55:21,1
101,150,,M81039,2017-01-13 17:31:11,1
100,149,04M,,2017-01-13 13:08:38,1
99,148,09D,,2017-01-12 12:13:06,1
96,144,,L83147,2017-01-10 16:02:36,1
94,141,11M,,2017-01-09 14:39:55,1
90,137,,J81081,2017-01-07 23:43:25,1
89,136,,N81036,2017-01-06 16:19:19,1
87,133,,B82023,2017-01-06 08:57:50,1
86,133,,B82045,2017-01-06 08:56:32,1
85,131,99N,,2017-01-04 15:09:48,1
81,126,,M81092,2016-12-30 16:48:23,1
80,121,11X,,2016-12-29 15:00:05,1
79,119,,J82187,2016-12-29 14:53:28,1
78,119,,J82192,2016-12-29 14:48:17,1
76,117,,L84009,2016-12-26 23:29:23,1
75,116,,C84055,2016-12-25 04:32:18,1
73,114,01H,,2016-12-22 14:25:40,1
71,112,,A81047,2016-12-21 15:34:41,1
70,111,01K,,2016-12-20 10:38:26,1
68,108,06K,,2016-12-19 16:19:28,1
67,107,,F83652,2016-12-19 12:00:04,1
66,106,,P81028,2016-12-18 19:29:16,1
64,103,02R,,2016-12-16 13:32:42,1
63,103,02W,,2016-12-16 13:28:31,1
62,102,02R,,2016-12-16 12:55:23,1
61,101,15C,,2016-12-16 10:37:33,1
59,99,,L82036,2016-12-15 17:03:49,1
58,98,,Y02622,2016-12-13 16:17:38,1
56,96,,F83010,2016-12-13 15:56:57,1
55,95,10Q,,2016-12-12 15:30:50,1
54,94,,N85619,2016-12-12 00:41:30,1
51,91,,C81046,2016-12-09 19:53:58,1
49,88,,C84046,2016-12-09 09:15:10,1
48,88,,C84060,2016-12-09 08:18:18,1
46,83,,A81609,2016-12-08 16:47:19,1
45,83,,A81006,2016-12-08 16:46:57,1
44,83,,A81002,2016-12-08 16:46:29,1
43,83,00K,,2016-12-08 16:45:00,1
40,80,,G82631,2016-12-07 08:50:39,1
39,79,02Q,,2016-12-06 14:33:35,1
36,76,,Y05167,2016-12-05 21:30:18,1
34,74,11M,,2016-12-05 17:32:04,1
33,73,,P86023,2016-12-03 22:43:57,1
32,72,00M,,2016-12-02 14:40:53,1
31,71,00K,,2016-12-02 11:50:21,1
30,70,,M85019,2016-12-02 11:04:17,1
28,68,10Q,,2016-12-01 14:28:25,1
25,23,,L84077,2016-12-01 12:54:30,1
24,23,15C,,2016-12-01 12:43:18,1
