,ccg_id,code
1475,03H,B81012
1476,03H,B81015
1477,03H,B81016
1478,03H,B81023
1479,03H,B81030
1480,03H,B81031
1481,03H,B81039
1482,03H,B81055
1483,03H,B81077
1484,03H,B81087
1485,03H,B81091
1486,03H,B81108
1487,03H,B81603
1488,03H,B81606
1489,03H,B81620
1490,03H,B81642
1491,03H,B81655
1492,03H,B81656
1493,03H,B81663
1494,03H,B81664
1495,03H,B81665
1496,03H,B81677
1497,03H,B81697
1498,03H,Y01948
1499,03H,Y02684
1500,03J,B85001
1501,03J,B85004
1502,03J,B85008
1503,03J,B85009
1504,03J,B85012
1505,03J,B85014
1506,03J,B85015
1507,03J,B85018
1508,03J,B85019
1509,03J,B85020
1510,03J,B85021
1511,03J,B85025
1512,03J,B85030
1513,03J,B85038
1514,03J,B85041
1515,03J,B85055
1516,03J,B85606
1517,03J,B85612
1518,03J,B85619
1519,03J,B85620
1520,03J,B85622
1521,03J,B85640
1522,03J,B85645
1523,03J,B85646
1524,03J,B85650
1525,03J,B85652
1526,03J,B85655
1527,03J,Y00081
1528,03K,B81005
1529,03K,B81007
1530,03K,B81022
1531,03K,B81026
1532,03K,B81043
1533,03K,B81045
1534,03K,B81063
1535,03K,B81064
1536,03K,B81065
1537,03K,B81090
1538,03K,B81099
1539,03K,B81109
1540,03K,B81113
1541,03K,B81118
1542,03K,B81617
1543,03K,B81628
1544,03K,B81647
1545,03K,B81648
1546,03K,Y02787
1547,03L,C87002
1548,03L,C87003
1549,03L,C87004
1550,03L,C87005
1551,03L,C87006
1552,03L,C87007
1553,03L,C87008
1554,03L,C87009
1555,03L,C87010
1556,03L,C87012
1557,03L,C87013
1558,03L,C87014
1559,03L,C87015
1560,03L,C87016
1561,03L,C87017
1562,03L,C87018
1563,03L,C87020
1564,03L,C87022
1565,03L,C87024
1566,03L,C87029
1567,03L,C87030
1568,03L,C87031
1569,03L,C87603
1570,03L,C87604
1571,03L,C87606
1572,03L,C87608
1573,03L,C87616
1574,03L,C87620
1575,03L,C87621
1576,03L,C87622
1577,03M,B82011
1578,03M,B82024
1579,03M,B82025
1580,03M,B82037
1581,03M,B82038
1582,03M,B82054
1583,03M,B82063
1584,03M,B82088
1585,03M,B82092
1586,03M,B82106
1587,03M,B82609
1588,03M,B82628
1589,03M,Y02669
1590,03N,C88005
1591,03N,C88006
1592,03N,C88007
1593,03N,C88008
1594,03N,C88009
1595,03N,C88010
1596,03N,C88011
1597,03N,C88014
1598,03N,C88015
1599,03N,C88016
1600,03N,C88018
1601,03N,C88019
1602,03N,C88020
1603,03N,C88021
1604,03N,C88022
1605,03N,C88023
1606,03N,C88024
1607,03N,C88025
1608,03N,C88026
1609,03N,C88027
1610,03N,C88028
1611,03N,C88030
1612,03N,C88031
1613,03N,C88032
1614,03N,C88033
1615,03N,C88034
1616,03N,C88035
1617,03N,C88036
1618,03N,C88037
1619,03N,C88038
1620,03N,C88039
1621,03N,C88040
1622,03N,C88041
1623,03N,C88042
1624,03N,C88043
1625,03N,C88044
1626,03N,C88045
1627,03N,C88046
1628,03N,C88047
1629,03N,C88048
1630,03N,C88049
1631,03N,C88050
1632,03N,C88051
1633,03N,C88052
1634,03N,C88053
1635,03N,C88054
1636,03N,C88059
1637,03N,C88060
1638,03N,C88062
1639,03N,C88068
1640,03N,C88069
1641,03N,C88070
1642,03N,C88072
1643,03N,C88073
1644,03N,C88074
1645,03N,C88076
1646,03N,C88077
1647,03N,C88078
1648,03N,C88079
1649,03N,C88082
1650,03N,C88083
1651,03N,C88084
1652,03N,C88085
1653,03N,C88086
1654,03N,C88087
1655,03N,C88088
1656,03N,C88090
1657,03N,C88091
1658,03N,C88092
1659,03N,C88095
1660,03N,C88096
1661,03N,C88622
1662,03N,C88627
1663,03N,C88631
1664,03N,C88643
1665,03N,C88647
1666,03N,C88648
1667,03N,C88652
1668,03N,C88655
1669,03N,C88656
1670,03N,Y05349
1671,03Q,B81036
1672,03Q,B82002
1673,03Q,B82005
1674,03Q,B82018
1675,03Q,B82021
1676,03Q,B82026
1677,03Q,B82031
1678,03Q,B82033
1679,03Q,B82041
1680,03Q,B82047
1681,03Q,B82064
1682,03Q,B82068
1683,03Q,B82071
1684,03Q,B82073
1685,03Q,B82074
1686,03Q,B82077
1687,03Q,B82079
1688,03Q,B82080
1689,03Q,B82081
1690,03Q,B82083
1691,03Q,B82097
1692,03Q,B82098
1693,03Q,B82100
1694,03Q,B82103
1695,03Q,B82105
1696,03Q,B82619
1697,03R,B87001
1698,03R,B87002
1699,03R,B87003
1700,03R,B87004
1701,03R,B87005
1702,03R,B87006
1703,03R,B87007
1704,03R,B87008
1705,03R,B87009
1706,03R,B87011
1707,03R,B87012
1708,03R,B87013
1709,03R,B87015
1710,03R,B87016
1711,03R,B87017
1712,03R,B87018
1713,03R,B87019
1714,03R,B87020
1715,03R,B87021
1716,03R,B87022
1717,03R,B87023
1718,03R,B87025
1719,03R,B87026
1720,03R,B87027
1721,03R,B87028
1722,03R,B87030
1723,03R,B87031
1724,03R,B87032
1725,03R,B87033
1726,03R,B87036
1727,03R,B87039
1728,03R,B87040
1729,03R,B87041
1730,03R,B87042
1731,03R,B87044
1732,03R,B87600
1733,03R,B87602
1734,03R,B87604
1735,03T,C83004
1736,03T,C83005
1737,03T,C83010
1738,03T,C83015
1739,03T,C83019
1740,03T,C83027
1741,03T,C83028
1742,03T,C83032
1743,03T,C83042
1744,03T,C83043
1745,03T,C83045
1746,03T,C83047
1747,03T,C83049
1748,03T,C83055
1749,03T,C83056
1750,03T,C83057
1751,03T,C83059
1752,03T,C83060
1753,03T,C83061
1754,03T,C83064
1755,03T,C83083
1756,03T,C83085
1757,03T,C83613
1758,03T,C83634
1759,03T,C83635
1760,03T,C83643
1761,03T,C83650
1762,03V,K83002
1763,03V,K83059
1764,03V,K83607
1765,03V,K83614
1766,03V,K83622
1767,03W,C82001
1768,03W,C82002
1769,03W,C82009
1770,03W,C82010
1771,03W,C82013
1772,03W,C82016
1773,03W,C82021
1774,03W,C82022
1775,03W,C82025
1776,03W,C82036
1777,03W,C82038
1778,03W,C82039
1779,03W,C82042
1780,03W,C82044
1781,03W,C82048
1782,03W,C82055
1783,03W,C82056
1784,03W,C82066
1785,03W,C82067
1786,03W,C82068
1787,03W,C82071
1788,03W,C82077
1789,03W,C82078
1790,03W,C82079
1791,03W,C82098
1792,03W,C82109
1793,03W,C82112
1794,03W,C82611
1795,03W,C82631
1796,03W,C82649
1797,03W,Y03584
1798,03W,Y05412
1799,04C,C82005
1800,04C,C82008
1801,04C,C82018
1802,04C,C82019
1803,04C,C82020
1804,04C,C82024
1805,04C,C82029
1806,04C,C82030
1807,04C,C82031
1808,04C,C82033
1809,04C,C82037
1810,04C,C82046
1811,04C,C82053
1812,04C,C82059
1813,04C,C82060
1814,04C,C82063
1815,04C,C82073
1816,04C,C82080
1817,04C,C82084
1818,04C,C82086
1819,04C,C82088
1820,04C,C82092
1821,04C,C82094
1822,04C,C82099
1823,04C,C82100
1824,04C,C82105
1825,04C,C82107
1826,04C,C82114
1827,04C,C82116
1828,04C,C82119
1829,04C,C82122
1830,04C,C82124
1831,04C,C82610
1832,04C,C82614
1833,04C,C82620
1834,04C,C82623
1835,04C,C82624
1836,04C,C82626
1837,04C,C82639
1838,04C,C82642
1839,04C,C82643
1840,04C,C82651
1841,04C,C82653
1842,04C,C82659
1843,04C,C82660
1844,04C,C82662
1845,04C,C82667
1846,04C,C82669
1847,04C,C82670
1848,04C,C82671
1849,04C,C82676
1850,04C,C82680
1851,04C,Y00137
1852,04C,Y00344
1853,04C,Y02469
1854,04C,Y02686
1855,04C,Y03587
1856,04D,C83001
1857,04D,C83002
1858,04D,C83009
1859,04D,C83014
1860,04D,C83018
1861,04D,C83025
1862,04D,C83029
1863,04D,C83031
1864,04D,C83033
1865,04D,C83037
1866,04D,C83038
1867,04D,C83041
1868,04D,C83044
1869,04D,C83046
1870,04D,C83051
1871,04D,C83052
1872,04D,C83058
1873,04D,C83062
1874,04D,C83071
1875,04D,C83072
1876,04D,C83073
1877,04D,C83074
1878,04D,C83078
1879,04D,C83079
1880,04D,C83082
1881,04D,C83611
1882,04D,C83626
1883,04D,C83637
1884,04D,C83641
1885,04D,Y04942
1886,04E,C84012
1887,04E,C84014
1888,04E,C84016
1889,04E,C84020
1890,04E,C84031
1891,04E,C84036
1892,04E,C84051
1893,04E,C84057
1894,04E,C84061
1895,04E,C84067
1896,04E,C84069
1897,04E,C84074
1898,04E,C84076
1899,04E,C84077
1900,04E,C84106
1901,04E,C84114
1902,04E,C84127
1903,04E,C84140
1904,04E,C84142
1905,04E,C84629
1906,04E,C84637
1907,04E,C84654
1908,04E,C84658
1909,04E,C84679
1910,04E,C84710
1911,04E,C84712
1912,04E,Y05690
1913,04F,K82003
1914,04F,K82009
1915,04F,K82013
1916,04F,K82015
1917,04F,K82016
1918,04F,K82025
1919,04F,K82026
1920,04F,K82027
1921,04F,K82032
1922,04F,K82039
1923,04F,K82050
1924,04F,K82054
1925,04F,K82057
1926,04F,K82059
1927,04F,K82060
1928,04F,K82062
1929,04F,K82064
1930,04F,K82065
1931,04F,K82067
1932,04F,K82074
1933,04F,K82076
1934,04F,K82610
1935,04F,K82615
1936,04F,K82617
1937,04F,K82631
1938,04F,K82633
1939,04F,Y02900
1940,04G,K83003
1941,04G,K83005
1942,04G,K83006
1943,04G,K83007
1944,04G,K83008
1945,04G,K83009
1946,04G,K83010
1947,04G,K83011
1948,04G,K83012
1949,04G,K83013
1950,04G,K83014
1951,04G,K83015
1952,04G,K83018
1953,04G,K83019
1954,04G,K83020
1955,04G,K83021
1956,04G,K83022
1957,04G,K83024
1958,04G,K83025
1959,04G,K83026
1960,04G,K83027
1961,04G,K83028
1962,04G,K83029
1963,04G,K83030
1964,04G,K83031
1965,04G,K83032
1966,04G,K83033
1967,04G,K83035
1968,04G,K83036
1969,04G,K83037
1970,04G,K83039
1971,04G,K83040
1972,04G,K83041
1973,04G,K83042
1974,04G,K83043
1975,04G,K83044
1976,04G,K83047
1977,04G,K83048
1978,04G,K83049
1979,04G,K83050
1980,04G,K83051
1981,04G,K83052
1982,04G,K83053
1983,04G,K83055
1984,04G,K83056
1985,04G,K83064
1986,04G,K83065
1987,04G,K83066
1988,04G,K83068
1989,04G,K83069
1990,04G,K83070
1991,04G,K83076
1992,04G,K83077
1993,04G,K83079
1994,04G,K83080
1995,04G,K83081
1996,04G,K83601
1997,04G,K83610
1998,04G,K83616
1999,04G,K83618
2000,04G,K83620
2001,04G,K83621
2002,04G,K83625
2003,04G,Y00028
2004,04G,Y00399
2005,04G,Y01139
2006,04H,C84009
2007,04H,C84019
2008,04H,C84021
2009,04H,C84029
2010,04H,C84037
2011,04H,C84045
2012,04H,C84049
2013,04H,C84059
2014,04H,C84087
2015,04H,C84113
2016,04H,C84123
2017,04H,C84656
2018,04H,C84660
2019,04H,Y05369
2020,04K,C84004
2021,04K,C84011
2022,04K,C84018
2023,04K,C84023
2024,04K,C84034
2025,04K,C84039
2026,04K,C84043
2027,04K,C84044
2028,04K,C84046
2029,04K,C84060
2030,04K,C84063
2031,04K,C84064
2032,04K,C84072
2033,04K,C84078
2034,04K,C84081
2035,04K,C84085
2036,04K,C84091
2037,04K,C84092
2038,04K,C84096
2039,04K,C84103
2040,04K,C84104
2041,04K,C84105
2042,04K,C84116
2043,04K,C84117
2044,04K,C84122
2045,04K,C84129
2046,04K,C84135
2047,04K,C84136
2048,04K,C84138
2049,04K,C84144
2050,04K,C84151
2051,04K,C84602
2052,04K,C84619
2053,04K,C84628
2054,04K,C84647
2055,04K,C84650
2056,04K,C84664
2057,04K,C84676
2058,04K,C84680
2059,04K,C84682
2060,04K,C84683
2061,04K,C84688
2062,04K,C84691
2063,04K,C84693
2064,04K,C84694
2065,04K,C84695
2066,04K,C84698
2067,04K,C84704
2068,04K,C84714
2069,04K,C84717
2070,04K,Y02847
2071,04K,Y03124
2072,04K,Y05622
2073,04K,Y05960
2074,04K,Y06356
2075,04L,C84010
2076,04L,C84026
2077,04L,C84033
2078,04L,C84047
2079,04L,C84053
2080,04L,C84055
2081,04L,C84066
2082,04L,C84095
2083,04L,C84115
2084,04L,C84124
2085,04L,C84133
2086,04L,C84150
2087,04L,C84613
2088,04L,C84646
2089,04L,C84696
2090,04L,C84709
2091,04L,Y00026
2092,04L,Y06443
2093,04L,Y06507
2094,04M,C84003
2095,04M,C84030
2096,04M,C84032
2097,04M,C84042
2098,04M,C84065
2099,04M,C84080
2100,04M,C84107
2101,04M,C84112
2102,04M,C84120
2103,04M,C84131
2104,04M,C84624
2105,04M,C84667
2106,04M,C84705
2107,04N,C82040
2108,04N,C84005
2109,04N,C84017
2110,04N,C84025
2111,04N,C84028
2112,04N,C84048
2113,04N,C84084
2114,04N,C84086
2115,04N,C84090
2116,04N,C84605
2117,04N,C84621
2118,04N,C84703
2119,04Q,C82076
2120,04Q,C82123
2121,04Q,C83008
2122,04Q,C83011
2123,04Q,C83013
2124,04Q,C83020
2125,04Q,C83023
2126,04Q,C83024
2127,04Q,C83030
2128,04Q,C83040
2129,04Q,C83048
2130,04Q,C83053
2131,04Q,C83067
2132,04Q,C83075
2133,04Q,C83080
2134,04Q,C83649
2135,04Q,C83653
2136,04Q,Y01652
2137,04V,C82003
2138,04V,C82007
2139,04V,C82011
2140,04V,C82012
2141,04V,C82014
2142,04V,C82017
2143,04V,C82026
2144,04V,C82027
2145,04V,C82028
2146,04V,C82032
2147,04V,C82034
2148,04V,C82035
2149,04V,C82041
2150,04V,C82043
2151,04V,C82045
2152,04V,C82047
2153,04V,C82050
2154,04V,C82051
2155,04V,C82052
2156,04V,C82054
2157,04V,C82061
2158,04V,C82062
2159,04V,C82064
2160,04V,C82070
2161,04V,C82072
2162,04V,C82075
2163,04V,C82082
2164,04V,C82091
2165,04V,C82093
2166,04V,C82095
2167,04V,C82096
2168,04V,C82097
2169,04V,C82102
2170,04V,C82103
2171,04V,C82111
2172,04V,C82120
2173,04V,C82121
2174,04V,C82600
2175,04V,C82627
2176,04V,C82628
2177,04V,C82634
2178,04V,C82644
2179,04V,C82650
2180,04V,C82656
2181,04V,C82657
2182,04V,C82663
2183,04V,C82678
2184,04V,Y00252
2185,04Y,M83001
2186,04Y,M83016
2187,04Y,M83033
2188,04Y,M83048
2189,04Y,M83063
2190,04Y,M83107
2191,04Y,M83109
2192,04Y,M83129
2193,04Y,M83130
2194,04Y,M83139
2195,04Y,M83608
2196,04Y,M83616
2197,04Y,M83637
2198,04Y,M83638
2199,04Y,M83698
2200,04Y,M83703
2201,04Y,M83717
2202,04Y,M83719
2203,04Y,M83722
2204,04Y,M83727
2205,04Y,M83738
2206,04Y,Y02354
2207,04Y,Y02594
2208,04Y,Y05125
2209,05A,M84004
2210,05A,M84012
2211,05A,M84016
2212,05A,M84020
2213,05A,M84023
2214,05A,M84031
2215,05A,M84035
2216,05A,M84046
2217,05A,M84050
2218,05A,M84065
2219,05A,M84067
2220,05A,M84616
2221,05A,M86001
2222,05A,M86002
2223,05A,M86003
2224,05A,M86004
2225,05A,M86005
2226,05A,M86006
2227,05A,M86007
2228,05A,M86008
2229,05A,M86009
2230,05A,M86010
2231,05A,M86012
2232,05A,M86013
2233,05A,M86014
2234,05A,M86015
2235,05A,M86016
2236,05A,M86017
2237,05A,M86018
2238,05A,M86019
2239,05A,M86020
2240,05A,M86021
2241,05A,M86023
2242,05A,M86027
2243,05A,M86028
2244,05A,M86029
2245,05A,M86030
2246,05A,M86032
2247,05A,M86033
2248,05A,M86034
2249,05A,M86035
2250,05A,M86037
2251,05A,M86038
2252,05A,M86039
2253,05A,M86040
2254,05A,M86041
2255,05A,M86044
2256,05A,M86045
2257,05A,M86046
2258,05A,M86048
2259,05A,M86605
2260,05A,M86610
2261,05A,M86612
2262,05A,M86613
2263,05A,M86617
2264,05A,M86622
2265,05A,M86624
2266,05A,M86627
2267,05A,M86633
2268,05A,M86638
2269,05A,Y00060
2270,05A,Y00140
2271,05A,Y00996
2272,05A,Y04947
2273,05A,Y04949
2274,05A,Y04951
2275,05A,Y04952
2276,05A,Y04965
2277,05A,Y06218
2278,05C,M87001
2279,05C,M87003
2280,05C,M87005
2281,05C,M87006
2282,05C,M87007
2283,05C,M87008
2284,05C,M87009
2285,05C,M87010
2286,05C,M87011
2287,05C,M87012
2288,05C,M87014
2289,05C,M87015
2290,05C,M87016
2291,05C,M87017
2292,05C,M87018
2293,05C,M87019
2294,05C,M87020
2295,05C,M87021
2296,05C,M87023
2297,05C,M87024
2298,05C,M87025
2299,05C,M87026
2300,05C,M87027
2301,05C,M87028
2302,05C,M87030
2303,05C,M87034
2304,05C,M87036
2305,05C,M87037
2306,05C,M87041
2307,05C,M87601
2308,05C,M87602
2309,05C,M87605
2310,05C,M87612
2311,05C,M87617
2312,05C,M87618
2313,05C,M87620
2314,05C,M87621
2315,05C,M87623
2316,05C,M87625
2317,05C,M87628
2318,05C,M87638
2319,05C,Y01756
2320,05C,Y02212
2321,05C,Y02653
2322,05D,C81018
2323,05D,M83010
2324,05D,M83013
2325,05D,M83026
2326,05D,M83027
2327,05D,M83035
2328,05D,M83037
2329,05D,M83042
2330,05D,M83051
2331,05D,M83059
2332,05D,M83065
2333,05D,M83073
2334,05D,M83074
2335,05D,M83641
2336,05D,M83680
2337,05D,M83681
2338,05D,M83718
2339,05D,Y00078
2340,05F,M81003
2341,05F,M81009
2342,05F,M81012
2343,05F,M81016
2344,05F,M81018
2345,05F,M81024
2346,05F,M81026
2347,05F,M81032
2348,05F,M81043
2349,05F,M81044
2350,05F,M81048
2351,05F,M81054
2352,05F,M81061
2353,05F,M81066
2354,05F,M81067
2355,05F,M81076
2356,05F,M81093
2357,05F,M81600
2358,05F,M81604
2359,05F,M81621
2360,05G,M83005
2361,05G,M83007
2362,05G,M83011
2363,05G,M83012
2364,05G,M83015
2365,05G,M83017
2366,05G,M83023
2367,05G,M83025
2368,05G,M83034
2369,05G,M83046
2370,05G,M83054
2371,05G,M83056
2372,05G,M83067
2373,05G,M83071
2374,05G,M83079
2375,05G,M83084
2376,05G,M83089
2377,05G,M83096
2378,05G,M83103
2379,05G,M83108
2380,05G,M83121
2381,05G,M83122
2382,05G,M83140
2383,05G,M83141
2384,05G,M83640
2385,05G,M83665
2386,05G,M83670
2387,05G,M83691
2388,05G,M83697
2389,05G,M83701
2390,05G,M83723
2391,05G,Y02570
2392,05H,M84001
2393,05H,M84003
2394,05H,M84005
2395,05H,M84006
2396,05H,M84007
2397,05H,M84008
2398,05H,M84011
2399,05H,M84019
2400,05H,M84022
2401,05H,M84034
2402,05H,M84037
2403,05H,M84041
2404,05H,M84042
2405,05H,M84051
2406,05H,M84055
2407,05H,M84061
2408,05H,M84609
2409,05H,M84612
2410,05H,M84615
2411,05H,M84618
2412,05H,M84621
2413,05H,M84627
2414,05H,Y04882
2415,05H,Y04883
2416,05H,Y04884
2417,05H,Y04969
2418,05J,M81001
2419,05J,M81002
2420,05J,M81019
2421,05J,M81020
2422,05J,M81021
2423,05J,M81025
2424,05J,M81041
2425,05J,M81055
2426,05J,M81064
2427,05J,M81069
2428,05J,M81070
2429,05J,M81077
2430,05J,M81078
2431,05J,M81082
2432,05J,M81083
2433,05J,M81084
2434,05J,M81087
2435,05J,M81089
2436,05J,M81092
2437,05J,M81605
2438,05J,M81616
2439,05J,M81617
2440,05L,M85002
2441,05L,M85009
2442,05L,M85019
2443,05L,M85020
2444,05L,M85064
2445,05L,M85069
2446,05L,M85082
2447,05L,M85085
2448,05L,M85098
2449,05L,M85124
2450,05L,M85145
2451,05L,M85164
2452,05L,M85176
2453,05L,M85178
2454,05L,M85611
2455,05L,M85634
2456,05L,M85663
2457,05L,M85676
2458,05L,M85684
2459,05L,M85697
2460,05L,M85715
2461,05L,M85721
2462,05L,M85757
2463,05L,M85778
2464,05L,M85797
2465,05L,M85801
2466,05L,M87013
2467,05L,M88001
2468,05L,M88002
2469,05L,M88003
2470,05L,M88004
2471,05L,M88007
2472,05L,M88008
2473,05L,M88009
2474,05L,M88010
2475,05L,M88013
2476,05L,M88014
2477,05L,M88015
2478,05L,M88016
2479,05L,M88018
2480,05L,M88019
2481,05L,M88021
2482,05L,M88022
2483,05L,M88023
2484,05L,M88024
2485,05L,M88026
2486,05L,M88030
2487,05L,M88031
2488,05L,M88035
2489,05L,M88036
2490,05L,M88038
2491,05L,M88040
2492,05L,M88041
2493,05L,M88042
2494,05L,M88043
2495,05L,M88044
2496,05L,M88600
2497,05L,M88610
2498,05L,M88612
2499,05L,M88616
2500,05L,M88618
2501,05L,M88619
2502,05L,M88620
2503,05L,M88623
2504,05L,M88625
2505,05L,M88626
2506,05L,M88627
2507,05L,M88628
2508,05L,M88629
2509,05L,M88630
2510,05L,M88633
2511,05L,M88635
2512,05L,M88637
2513,05L,M88639
2514,05L,M88640
2515,05L,M88643
2516,05L,M88645
2517,05L,M88646
2518,05L,M88647
2519,05L,Y00412
2520,05L,Y00471
2521,05L,Y00492
2522,05L,Y02701
2523,05L,Y02704
2524,05L,Y02961
2525,05L,Y06378
2526,05N,M82002
2527,05N,M82004
2528,05N,M82005
2529,05N,M82006
2530,05N,M82008
2531,05N,M82010
2532,05N,M82011
2533,05N,M82013
2534,05N,M82014
2535,05N,M82016
2536,05N,M82017
2537,05N,M82018
2538,05N,M82019
2539,05N,M82020
2540,05N,M82021
2541,05N,M82022
2542,05N,M82023
2543,05N,M82024
2544,05N,M82025
2545,05N,M82026
2546,05N,M82030
2547,05N,M82031
2548,05N,M82032
2549,05N,M82033
2550,05N,M82034
2551,05N,M82035
2552,05N,M82038
2553,05N,M82040
2554,05N,M82041
2555,05N,M82043
2556,05N,M82044
2557,05N,M82045
2558,05N,M82046
2559,05N,M82047
2560,05N,M82048
2561,05N,M82051
2562,05N,M82058
2563,05N,M82060
2564,05N,M82601
2565,05N,M82604
2566,05N,M82620
2567,05N,Y02495
2568,05Q,M83006
2569,05Q,M83018
2570,05Q,M83030
2571,05Q,M83031
2572,05Q,M83032
2573,05Q,M83041
2574,05Q,M83062
2575,05Q,M83072
2576,05Q,M83088
2577,05Q,M83093
2578,05Q,M83097
2579,05Q,M83110
2580,05Q,M83111
2581,05Q,M83113
2582,05Q,M83115
2583,05Q,M83117
2584,05Q,M83125
2585,05Q,M83132
2586,05Q,M83148
2587,05Q,M83617
2588,05Q,M83668
2589,05Q,M83693
2590,05Q,M83705
2591,05Q,M83706
2592,05Q,M83715
2593,05Q,Y02414
2594,05R,M84002
2595,05R,M84009
2596,05R,M84010
2597,05R,M84013
2598,05R,M84014
2599,05R,M84015
2600,05R,M84017
2601,05R,M84018
2602,05R,M84021
2603,05R,M84024
2604,05R,M84025
2605,05R,M84026
2606,05R,M84028
2607,05R,M84029
2608,05R,M84030
2609,05R,M84032
2610,05R,M84036
2611,05R,M84040
2612,05R,M84043
2613,05R,M84044
2614,05R,M84047
2615,05R,M84049
2616,05R,M84059
2617,05R,M84060
2618,05R,M84062
2619,05R,M84063
2620,05R,M84064
2621,05R,M84066
2622,05R,M84069
2623,05R,M84070
2624,05R,M84617
2625,05R,M84620
2626,05R,M84629
2627,05T,M81004
2628,05T,M81006
2629,05T,M81007
2630,05T,M81008
2631,05T,M81011
2632,05T,M81017
2633,05T,M81022
2634,05T,M81029
2635,05T,M81033
2636,05T,M81034
2637,05T,M81035
2638,05T,M81037
2639,05T,M81038
2640,05T,M81039
2641,05T,M81042
2642,05T,M81045
2643,05T,M81046
2644,05T,M81047
2645,05T,M81049
2646,05T,M81058
2647,05T,M81063
2648,05T,M81072
2649,05T,M81074
2650,05T,M81075
2651,05T,M81081
2652,05T,M81091
2653,05T,M81094
2654,05T,M81627
2655,05T,M81629
2656,05T,Y03602
2657,05T,Y04968
2658,05V,M83009
2659,05V,M83020
2660,05V,M83022
2661,05V,M83024
2662,05V,M83036
2663,05V,M83044
2664,05V,M83045
2665,05V,M83049
2666,05V,M83050
2667,05V,M83052
2668,05V,M83057
2669,05V,M83069
2670,05V,M83070
2671,05V,M83092
2672,05W,M83004
2673,05W,M83014
2674,05W,M83021
2675,05W,M83028
2676,05W,M83038
2677,05W,M83047
2678,05W,M83061
2679,05W,M83066
2680,05W,M83068
2681,05W,M83075
2682,05W,M83076
2683,05W,M83082
2684,05W,M83090
2685,05W,M83094
2686,05W,M83100
2687,05W,M83102
2688,05W,M83123
2689,05W,M83126
2690,05W,M83127
2691,05W,M83128
2692,05W,M83134
2693,05W,M83138
2694,05W,M83143
2695,05W,M83146
2696,05W,M83601
2697,05W,M83619
2698,05W,M83623
2699,05W,M83624
2700,05W,M83625
2701,05W,M83627
2702,05W,M83632
2703,05W,M83650
2704,05W,M83661
2705,05W,M83682
2706,05W,M83700
2707,05W,M83709
2708,05W,M83711
2709,05W,M83712
2710,05W,M83713
2711,05W,M83714
2712,05W,M83725
2713,05W,Y00592
2714,05W,Y02521
2715,05W,Y02867
2716,05X,M82003
2717,05X,M82007
2718,05X,M82009
2719,05X,M82012
2720,05X,M82027
2721,05X,M82028
2722,05X,M82039
2723,05X,M82042
2724,05X,M82056
2725,05X,M82057
2726,05X,M82059
2727,05X,M82606
2728,05X,M82616
2729,05X,Y01929
2730,05Y,M91003
2731,05Y,M91004
2732,05Y,M91006
2733,05Y,M91007
2734,05Y,M91008
2735,05Y,M91009
2736,05Y,M91010
2737,05Y,M91011
2738,05Y,M91013
2739,05Y,M91014
2740,05Y,M91015
2741,05Y,M91016
2742,05Y,M91017
2743,05Y,M91018
2744,05Y,M91019
2745,05Y,M91020
2746,05Y,M91021
2747,05Y,M91022
2748,05Y,M91024
2749,05Y,M91026
2750,05Y,M91028
2751,05Y,M91029
2752,05Y,M91032
2753,05Y,M91033
2754,05Y,M91034
2755,05Y,M91036
2756,05Y,M91602
2757,05Y,M91609
2758,05Y,M91611
2759,05Y,M91612
2760,05Y,M91613
2761,05Y,M91614
2762,05Y,M91616
2763,05Y,M91619
2764,05Y,M91621
2765,05Y,M91623
2766,05Y,M91624
2767,05Y,M91625
2768,05Y,M91626
2769,05Y,M91628
2770,05Y,M91629
2771,05Y,M91637
2772,05Y,M91639
2773,05Y,M91640
2774,05Y,M91641
2775,05Y,M91647
2776,05Y,M91650
2777,05Y,M91654
2778,05Y,M91655
2779,05Y,M91659
2780,05Y,M91660
2781,05Y,Y00228
2782,05Y,Y00278
2783,05Y,Y02624
2784,05Y,Y02626
2785,05Y,Y02627
2786,06A,M92001
2787,06A,M92002
2788,06A,M92003
2789,06A,M92004
2790,06A,M92006
2791,06A,M92007
2792,06A,M92008
2793,06A,M92009
2794,06A,M92010
2795,06A,M92011
2796,06A,M92012
2797,06A,M92013
2798,06A,M92014
2799,06A,M92015
2800,06A,M92016
2801,06A,M92019
2802,06A,M92022
2803,06A,M92024
2804,06A,M92026
2805,06A,M92028
2806,06A,M92029
2807,06A,M92030
2808,06A,M92039
2809,06A,M92040
2810,06A,M92041
2811,06A,M92042
2812,06A,M92043
2813,06A,M92044
2814,06A,M92607
2815,06A,M92609
2816,06A,M92612
2817,06A,M92627
2818,06A,M92629
2819,06A,M92630
2820,06A,M92640
2821,06A,M92647
2822,06A,M92649
2823,06A,M92654
2824,06A,Y02636
2825,06A,Y02735
2826,06A,Y02736
2827,06A,Y02757
2828,06D,M81005
2829,06D,M81010
2830,06D,M81015
2831,06D,M81027
2832,06D,M81040
2833,06D,M81056
2834,06D,M81057
2835,06D,M81068
2836,06D,M81073
2837,06D,M81090
2838,06D,M81608
2839,06F,E81002
2840,06F,E81003
2841,06F,E81004
2842,06F,E81007
2843,06F,E81008
2844,06F,E81009
2845,06F,E81011
2846,06F,E81012
2847,06F,E81014
2848,06F,E81015
2849,06F,E81017
2850,06F,E81019
